Chemical.Name,DTXSID,CAS,Set,Fup,Mol_Structure,Opera_LogP,padel_CrippenLogP,padel_nBase,Opera_LogWS,padel_XLogP,Opera_LogBCF,padel_AATS1v,padel_AATS0i,padel_ETA_EtaP_F,padel_ZMIC2,padel_maxHBa,padel_minsssN,padel_AATS1i,padel_ETA_dEpsilon_B,padel_GATS1i,padel_ZMIC1,padel_SsssN,padel_nAromBond,padel_AATSC0p,padel_minHBd,padel_LipoaffinityIndex,padel_AATS3v,padel_AATS2i,padel_C2SP2,padel_AATS4v,padel_Kier2,padel_AATS6m,Opera_LogKM,padel_AATS6v,padel_minssCH2,Fup.RF.pred,AD_out
oxamyl,DTXSID6021086,23135-22-0,ToxCast,0.7930,CNC(=O)ON=C(SC)C(=O)N(C)C,-1.695102938,-1.47165223,-0.490563539,1.864736814,-1.062960864,-1.089820967,-1.326383019,0.717172438,-0.482633887,-0.744826241,0.23874164,0.888413264,1.600976067,-1.463427647,1.863361158,-0.91675488,0.332901737,-1.36724911,0.228757145,1.281010944,-0.997294233,-0.036452852,2.046963712,-1.433792029,-0.433807861,-0.138298997,0.115542038,-1.263131861,0.339454709,-0.549463598,0.754312489,0
oxasulfuron,DTXSID4034364,144651-06-9,ToxCast,0.0610,CC1=CC(C)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC2COC2)=N1,-0.714325124,-0.430359587,-0.490563539,-0.349837203,-0.211888649,-1.220201655,0.270787179,0.02495252,1.20724735,0.019408089,0.630023703,-0.712382893,0.196848156,0.598717341,0.785738932,-0.076080443,-0.593899024,0.66127965,-0.005430027,1.010327535,-0.422821085,0.347147069,0.389988058,0.380606611,0.718552489,0.532261116,0.403993457,-1.028688096,0.684438681,0.0357488,0.066436439,0
oxazepam,DTXSID1021087,604-75-1,Drug,0.0400,OC1N=C(C2=CC=CC=C2)C2=CC(Cl)=CC=C2NC1=O,-0.242087489,0.162223811,-0.490563539,-0.416298941,0.432260788,0.783041233,1.167876364,-0.699651331,0.742538164,-0.143184559,0.345503625,-0.712382893,-0.504276951,1.11100959,-0.83813968,-0.069711944,-0.593899024,0.66127965,-0.206027378,0.732578977,-0.199545654,0.919173189,-0.89686523,1.061006102,1.155919039,-0.375903696,0.306537826,-0.310010924,0.894160959,-0.549463598,0.055868181,0
oxicarbazepine 10-hidroxy,,,Drug,0.6000,OC1Cc2c(N(c3c1cccc3)CON)cccc2,0.152523514,-0.587225227,-0.490563539,0.645646241,-0.068874225,0.561138315,0.021897071,-0.278779547,0.176512754,-0.254615464,-0.061011181,1.521584411,0.138006748,0.417053423,-0.842051493,-0.156634258,0.699484015,0.66127965,-0.354348421,0.239353286,0.002495687,0.421124733,-0.452396112,0.834206272,0.425359813,-0.433644868,-0.415229603,0.307621139,-0.53405891,-0.012412728,0.386417264,0
oxodipine,DTXSID50869063,90729-41-2,ToxCast,1.0000,CCOC(=O)C1=C(C)N=C(C)C(C1C1=CC=CC2=C1OCO2)C(=O)OC,0.674735648,0.103287755,-0.490563539,0.540213607,-0.668209878,-0.338151084,-0.159572202,-0.218800899,0.534116216,-0.620729234,0.606266119,-0.712382893,-0.415354656,-0.226555886,0.388509924,-0.158509487,-0.593899024,-0.35298473,-0.375688954,-1.209042569,-0.394965895,0.709657449,0.117178481,0.153806781,1.079970377,0.303931053,0.152855044,0.827240315,0.523160866,-0.357237949,0.519627831,0
oxybutynin,DTXSID0023406,5633-20-5,Drug,0.0034,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,0.251936516,0.178147321,0.757361254,-0.653114411,0.887023276,1.174128771,-0.793489807,-0.109368502,-0.470891806,-0.034048234,0.647227536,1.751652811,-0.38447562,-0.573274449,0.34454515,0.047128563,0.832684964,-0.35298473,-0.339427671,-0.575789309,0.849120021,-0.872159996,0.018877007,-0.299792879,-0.439234094,1.025939297,-0.331981265,0.37126934,-0.027961042,-0.515539223,0.038648162,0
oxyfluorfen,DTXSID7024241,42874-03-3,ToxCast,0.1220,CCOC1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,1.125738443,1.476485455,-0.490563539,-1.921366523,1.037441717,3.283094155,0.83575443,0.782456673,1.151594776,0.142273408,0.606034931,-0.712382893,0.391598615,1.773044811,-1.288923025,0.12524422,-0.593899024,0.66127965,-0.085690161,-1.209042569,0.427648867,0.806071553,0.589218236,1.061006102,1.164567443,0.196356116,0.422158942,0.157708414,0.766801121,-0.048542259,0.055772232,0
oxyphenbutazone,DTXSID1045291,129-20-4,Drug,0.0100,Oc1ccc(N2N(C(=O)C(CCCC)C2=O)c2ccccc2)cc1,0.19323617,0.87715602,-0.490563539,-0.360786676,0.542541665,-0.374631853,0.033307651,-0.336818743,0.557763464,0.327886953,0.666946502,0.877508094,-0.274853266,0.141702828,-0.31507343,0.466488697,1.263611496,0.66127965,-0.342085515,1.087912096,0.275834493,-0.36747032,-0.451584791,1.287805932,0.320901494,0.196356116,0.003106575,0.251707411,0.829124978,0.623636305,0.020998478,0
oxyphenisatin,DTXSID5044528,125-13-3,Drug,0.0266,OC1=CC=C(C=C1)C1(C(=O)NC2=CC=CC=C12)C1=CC=C(O)C=C1,0.267951252,0.412856992,-0.490563539,-0.572782997,0.286908253,0.358338754,1.074265968,-0.955092799,1.250994758,0.737625637,0.723648031,-0.712382893,-0.922557809,1.121390385,-1.480540386,0.861063726,-0.593899024,1.67554403,-0.308844475,0.442995764,0.288241934,1.095576872,-1.576588191,1.968205422,1.251375711,-0.231331096,-0.081387531,-0.312759259,0.706841187,-0.549463598,0.027858479,0
oxytetracycline,DTXSID1034260,79-57-2,Drug,0.9000,CN(C)C1C2C(O)C3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O,-1.893407709,-2.644075451,0.757361254,0.124932693,-2.308004694,-1.294701518,0.177211663,-0.048077267,1.688754236,-0.270204242,0.888164195,0.673260904,0.056531661,-0.557184217,-0.468766831,0.219148207,0.208336614,-0.35298473,-0.439739041,-0.772312598,-2.256269476,0.742961312,-0.495640423,0.380606611,0.426553632,0.183964778,-0.065130355,-0.188854451,0.03646333,-0.549463598,0.60850879,0
oxytetracycline dihydrate,DTXSID4023412,6153-64-6,ToxCast,0.3980,CN(C)C1C2C(O)C3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O,-1.893407709,-2.644075451,0.757361254,0.124932693,-2.308004694,-1.294701518,0.177211663,-0.048077267,1.688754236,-0.270204242,0.888164195,0.673260904,0.056531661,-0.557184217,-0.468766831,0.219148207,0.208336614,-0.35298473,-0.439739041,-0.772312598,-2.256269476,0.742961312,-0.495640423,0.380606611,0.426553632,0.183964778,-0.065130355,-0.188854451,0.03646333,-0.549463598,0.60850879,0
oxytetracycline hydrochloride,DTXSID5021097,2058-46-0,ToxCast,0.6283,CN(C)C1C2C(O)C3C(C(=O)C4=C(C=CC=C4O)C3(C)O)C(=O)C2(O)C(=O)C(C(N)=O)C1=O,-1.893407709,-2.644075451,0.757361254,0.124932693,-2.308004694,-1.294701518,0.177211663,-0.048077267,1.688754236,-0.270204242,0.888164195,0.673260904,0.056531661,-0.557184217,-0.468766831,0.219148207,0.208336614,-0.35298473,-0.439739041,-0.772312598,-2.256269476,0.742961312,-0.495640423,0.380606611,0.426553632,0.183964778,-0.065130355,-0.188854451,0.03646333,-0.549463598,0.60850879,0
"p,p'-ddd",DTXSID4020373,72-54-8,ToxCast,0.0311,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,2.082296846,1.41628124,-0.490563539,-1.997506795,1.27398056,3.030214635,1.945857859,-1.234924841,-0.146149863,1.293323816,-2.738562301,-0.712382893,-1.695951194,1.301237664,-1.217413424,0.646429573,-0.593899024,0.66127965,0.318081852,-1.209042569,0.887906066,1.142748473,-1.473406888,0.834206272,1.284584409,-0.367506551,0.651915051,4.375692727,1.071897715,-0.549463598,0.014997768,0
"p,p'-dde",DTXSID9020374,72-55-9,ToxCast,0.0000,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,2.065722939,1.460566713,-0.490563539,-2.094319328,1.331653952,3.257327933,2.485499457,-1.521244172,0.12306182,1.427812845,-2.773383226,-0.712382893,-1.909779348,2.010245984,-1.451809802,1.222033708,-0.593899024,0.66127965,0.173685976,-1.209042569,0.490846133,1.739789408,-1.787508524,0.834206272,2.079843957,-0.367506551,0.922097275,3.554310844,1.568182567,-0.549463598,0.000483703,0
"p,p'-ddt",DTXSID4020375,50-29-3,ToxCast,0.0000,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,2.309946038,1.686361126,-0.490563539,-2.387175966,1.528444917,3.425879158,2.366045318,-1.305746305,-0.126457413,1.949110483,-2.732535602,-0.712382893,-1.744386789,1.603059288,-1.226239861,1.105844157,-0.593899024,0.66127965,0.328074631,-1.209042569,0.950644063,1.478251393,-1.533896978,0.834206272,1.81926735,-0.433644868,0.971309038,3.697927121,1.506671747,-0.549463598,0.000426493,0
paclobutrazol,DTXSID2024242,76738-62-0,ToxCast,0.1540,CC(C)(C)C(O)C(CC1=CC=C(Cl)C=C1)N1C=NC=N1,0.398753615,0.086143761,-0.490563539,-0.381202235,0.07803705,0.883215038,-0.480905375,0.093685839,-0.292803569,-0.410868273,0.019195832,-0.712382893,0.195763786,-0.081224752,0.285195904,-0.5939342,-0.593899024,0.492235587,-0.21716513,-0.199059867,0.387026695,-0.444265605,0.158665749,-0.299792879,-1.042263127,-0.262123411,-0.21952902,1.186947091,0.075494525,1.070523438,0.113469601,0
pancuronium,DTXSID9023415,15500-66-0,ToxCast,0.0900,CC(=O)OC1C(CC2C3CCC4CC(OC(C)=O)C(CC4(C)C3CCC12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,1.604905929,1.622280919,2.005286047,-1.957685893,1.359321593,0.807860898,-1.148621377,0.168033017,-1.535017947,1.35741609,0.561611296,-0.712382893,-0.22128712,-1.463427647,1.172612459,1.989343987,-0.593899024,-1.36724911,-0.407544963,-1.209042569,3.398101234,-0.847132967,0.103621803,-1.433792029,-0.812742255,0.937276847,-0.458837392,0.675225327,-0.364198864,1.697359157,0.067791061,0
pantoprazole,DTXSID4023416,102625-70-7,Drug,0.0200,COC1=C(OC)C(CS(=O)C2=NC3=C(N2)C=CC(OC(F)F)=C3)=NC=C1,-0.626749726,0.135954788,-0.490563539,0.421109549,-0.804989341,-1.090673794,0.432819884,0.498167494,1.049707756,-0.062227433,0.652380439,-0.712382893,0.365723353,1.301756704,-0.470156274,-0.037327363,-0.593899024,1.337455903,0.158822244,0.602145757,0.240103073,1.069195692,0.809607211,0.834206272,1.037090435,0.426433525,0.300099984,0.557960212,0.445128542,-0.035890503,0.045719046,0
papaverine,DTXSID4023418,58-74-2,Drug,0.0730,COC1=CC=C(CC2=NC=CC3=CC(OC)=C(OC)C=C23)C=C1OC,0.203100223,0.567663064,-0.490563539,-0.903330771,0.10336658,0.522509132,-0.100791574,-0.42988889,0.775155057,0.732333364,-1.492482823,-0.712382893,-0.559099389,0.497245067,0.111033577,0.534709518,-0.593899024,1.506499966,-0.316604621,-1.209042569,0.907855106,1.105358903,0.063747561,1.061006102,0.687212553,0.375715818,-0.196267439,1.179683292,0.305519315,0.893692144,0.074108539,0
paraoxon,DTXSID6024046,311-45-5,ToxCast,0.4605,CCOP(=O)(OCC)OC1=CC=C(C=C1)[N+]([O-])=O,-0.299164279,-0.164966171,-0.490563539,0.623789619,-0.281642279,-0.965975742,-0.461293481,0.169970636,0.321454073,-0.210074769,0.444921878,-0.712382893,0.257127252,0.073189579,0.954304336,-0.531525951,-0.593899024,-0.35298473,0.984121794,-1.209042569,-0.679921929,-0.327934494,0.611438459,-0.072993049,0.454901542,-0.074603311,0.009030778,-0.281269385,0.477661199,-0.065914319,0.367084985,0
paricalcitol,DTXSID4048640,131918-61-1,Drug,0.0016,CC(C=CC(C)C(C)(C)O)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1,2.236282666,1.14304049,-0.490563539,-0.992140759,1.185522047,1.279525312,-0.989749881,-0.019655957,-1.77287664,0.054474812,-0.099879181,-0.712382893,-0.5439111,-1.087383337,-0.147450571,0.572168333,-0.593899024,-1.36724911,-0.349095663,-0.153569771,1.553905869,-0.940268128,-0.470184841,-0.526592709,-1.058848705,0.531415646,-0.522704818,-0.058753297,-0.51593484,0.537984972,0.005989009,0
paroxetine,DTXSID3023425,61869-08-7,Drug,0.0600,FC1=CC=C(C=C1)C1CCNCC1COC1=CC=C2OCOC2=C1,0.492807558,0.499425581,0.757361254,-0.296525412,0.375756451,0.190241462,0.058534001,-0.088557257,-0.081527643,-0.377396648,0.747540097,-0.712382893,-0.340468155,0.232015747,-0.664456178,0.1355292,-0.593899024,0.66127965,-0.285215334,-0.212044469,0.7427426,-0.456943402,-0.214270245,1.061006102,-0.368883996,0.076325489,-0.252612729,0.845545399,-0.005900635,0.011440595,0.076288428,0
pcb80,DTXSID4058657,33284-52-5,ToxCast,0.0000,ClC1=CC(=CC(Cl)=C1)C1=CC(Cl)=CC(Cl)=C1,2.039529474,1.465529699,-0.490563539,-2.319152788,0.797395708,3.580740161,2.904143833,-1.624808749,0.182465337,2.228714002,-2.778570899,-0.712382893,-1.996272408,2.343209993,-1.531671154,1.212433463,-0.593899024,0.830323713,0.113938804,-1.209042569,0.461244327,1.933687882,-1.875716261,0.834206272,2.308459023,-0.717019802,1.631894499,4.0944878,2.259340913,-0.549463598,0.004400925,0
p-cresidine,DTXSID1020350,120-71-8,ToxCast,0.4043,COC1=CC=C(C)C=C1N,-0.575509083,-0.541304495,-0.490563539,1.344347516,-0.566112387,-0.747075367,-0.847442138,0.018465952,-0.577182106,-1.378875989,-1.440446235,-0.712382893,0.397073682,-0.044632448,-0.355654301,-1.364042016,-0.593899024,-0.35298473,-0.381964303,0.92205934,-0.53817068,-0.07802045,0.143636597,-0.299792879,-0.992666857,-1.161446626,-0.889698773,-1.175413407,-1.973187229,-0.549463598,0.434964324,0
pd-0333941,DTXSID2047307,501027-49-2,ToxCast,0.0041,CC1=C(CCOC2=CC=CC3=C2C=CN3CCC(O)=O)N=C(O1)C1=CC=CC=C1,1.294856197,1.216851201,-0.490563539,-1.161526701,0.895986033,0.203380823,0.256294081,-0.487396429,0.77417655,-0.113122213,0.073903026,-0.712382893,-0.518790227,0.589634145,-0.093578045,0.270563089,-0.593899024,2.351720283,-0.330877057,1.480626872,0.942870571,-0.026922804,-0.419987981,1.514605762,0.372622314,0.7083949,-0.123659352,0.636897115,0.432130152,-0.36237384,0.008303696,0
pebulate,DTXSID8021199,1114-71-2,ToxCast,0.0000,CCCCN(CC)C(=O)SCCC,0.642980677,-0.065277373,-0.490563539,-0.004226258,-0.09381407,0.023193933,-1.686191703,0.287802819,-2.355577438,-0.864385841,0.31049086,1.610458221,-0.002185622,-1.463427647,1.268078624,-0.910758873,0.750938608,-1.36724911,0.248751231,-1.209042569,-0.103614121,-1.756536035,0.702907851,-1.433792029,-0.858717553,0.196935222,-0.524415189,-1.180951121,-0.599638496,1.414360863,0.009685081,0
penciclovir,DTXSID9046491,39809-25-1,Drug,0.8400,NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,-1.915751452,-1.580837924,3.25321084,0.94058189,-1.685677622,-1.251349562,-0.869788227,0.880735046,-0.127680547,-0.799432487,0.263279003,-0.712382893,2.038312611,-0.485816249,1.623989199,-1.054538547,-0.593899024,-0.522028793,-0.667997013,0.872015296,-1.320591416,-0.758016205,0.99433046,-1.206992199,-0.760657974,-0.367506551,-0.132131421,0.067754677,0.064885221,-0.720846244,0.831183449,0
pendimethalin,DTXSID7024245,40487-42-1,ToxCast,0.0000,CCC(CC)NC1=C(C(C)=C(C)C=C1[N+]([O-])=O)[N+]([O-])=O,1.313180033,0.263419145,-0.490563539,-1.484470873,1.00626691,1.987589132,-0.875120463,0.440720624,0.493304329,-0.260381211,0.197998561,-0.712382893,0.936889489,-0.375001259,0.100090456,-0.448257732,-0.593899024,-0.35298473,-0.535105713,0.105786102,-0.396739538,-0.28705556,0.253435862,-0.526592709,-0.138790648,0.003094284,-0.058838785,0.93381558,-0.021969291,1.022363448,0.009996129,0
penicillin,DTXSID5046934,61-33-6,Drug,0.4000,CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,-0.453663226,-0.880522925,-0.490563539,0.846807229,0.009842161,-0.938405921,0.227629736,-0.26259361,-0.154548713,-0.207125807,0.500293843,0.982098052,-0.241259803,-0.385901094,-0.187576967,-0.190730239,0.387141706,-0.35298473,0.157778336,0.231132792,-0.628125654,0.014612923,-0.38484001,-0.299792879,-0.232825152,-0.293875773,-0.140809131,-0.850197721,-0.059453779,-0.045991506,0.345939813,0
penicillin10,,,Drug,0.2600,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(OCC)CCCC,-0.907108406,-0.712420245,-0.490563539,0.949928097,-0.470639542,-1.043103714,-0.811829133,0.233636897,-0.891119704,-0.364190607,0.540174858,0.981217261,0.189248425,-1.463427647,0.819446421,-0.150332994,0.386631761,-1.36724911,-0.004803084,0.137523061,-0.698210466,-0.75127615,0.288824026,-1.433792029,-0.370199769,0.076325489,-0.236867923,-0.914610729,-0.396996703,0.409917787,0.3472514,0
penicillin11,,,Drug,0.7500,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)CCOCC,-0.90489255,-1.269600056,-0.490563539,1.075854544,-1.197012531,-0.935586525,-0.61559858,0.242195116,-0.795796833,-0.492134266,0.455826444,0.966511589,0.346527346,-1.463427647,0.822896114,-0.41748875,0.37811773,-1.36724911,0.073467301,0.308345069,-1.118864666,-0.473833648,0.385635539,-1.433792029,-0.305912423,-0.317173329,-0.239082245,-0.827950776,-0.488145343,-0.060865514,0.742181148,0
penicillin14,,,Drug,0.1300,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)c1ccccc1,-0.512817721,-0.846625873,-0.490563539,0.772478211,-0.151487462,-0.940159219,0.374269845,-0.298691745,-0.052824777,-0.28676065,0.494184238,0.969244698,-0.218500298,-0.258995871,-0.240698184,-0.264139885,0.379700097,-0.35298473,0.187478455,0.328081065,-0.739278389,0.181944004,-0.407902577,-0.299792879,-0.095008082,-0.446650458,-0.022342822,-0.815985792,0.130987574,-0.549463598,0.209160643,0
penicillin16,,,Drug,0.0900,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)c1ccccc1-c1ccccc1,0.375041835,-0.054888952,-0.490563539,-0.491297438,1.107195346,0.798895149,0.629114221,-0.578008483,0.552911701,0.501093993,0.69198849,0.982748687,-0.629145455,0.194644884,-0.600015316,0.605663689,0.387518399,0.830323713,0.110305401,0.175846727,0.028832359,0.453124014,-0.746071988,0.607406442,0.360998498,0.110676454,-0.03551299,-0.898034063,0.360825925,-0.549463598,0.068316597,0
penicillin19,,,Drug,0.3200,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(C)c1ccccc1,-0.351865121,-0.613065174,-0.490563539,0.76848146,0.12401989,-0.936126095,0.100116601,-0.231417944,-0.127762089,-0.139203039,0.548692591,0.987303131,-0.261050676,-0.491525686,-0.139793797,-0.081639467,0.39015525,-0.35298473,0.130456371,0.10593751,-0.481218632,0.029395018,-0.356842113,-0.299792879,-0.155774568,-0.231331096,-0.163587775,-0.893313388,-0.152016273,-0.549463598,0.293373083,0
penicillin2,,,Drug,0.8500,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C,-1.075569623,-1.463495007,-0.490563539,0.98406675,-1.221562691,-0.87599005,-0.228936019,0.181541371,-0.814470004,-0.622026781,0.369411535,0.958834542,0.40538232,-1.463427647,0.509656943,-0.672918993,0.373673008,-1.36724911,0.242510407,0.449937808,-1.303420361,0.015395571,0.219491873,-1.433792029,-0.240571643,-0.932840739,-0.407976516,-0.839150339,-0.772416306,-0.549463598,0.787121843,0
penicillin22,,,Drug,0.2200,ClC(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O)c1ccccc1,-0.168714054,-0.691586192,-0.490563539,0.928669313,-0.046662175,-0.525682373,0.511011977,-0.310959491,-0.083851597,-0.052829281,0.560522779,1.002316415,-0.27392567,-0.298183374,-0.198799209,-0.099611773,0.398847378,-0.35298473,0.306833073,0.099755026,-0.619452536,0.337842646,-0.422433216,-0.299792879,0.055827301,-0.231331096,0.345572027,-0.796526514,0.241486054,-0.549463598,0.190426769,0
penicillin27,,,Drug,0.4000,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(N)c1ccc(cc1)C,-1.127013943,-1.288517567,0.757361254,1.225958734,-1.196622846,-0.909735407,-0.016332924,-0.045504464,0.014651421,-0.155366682,0.537100423,0.945161122,0.209655679,-0.517477675,-0.218165032,-0.259977527,0.365756613,-0.35298473,0.068264011,0.199833971,-0.676068755,0.090930413,-0.208931229,-0.526592709,-0.301075167,-0.168494095,-0.057006793,-0.776015886,-0.005468254,-0.549463598,0.487457143,0
penicillin28,,,Drug,0.4500,Clc1ccc(cc1)C(N)C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,-0.827106327,-0.990366536,0.757361254,1.230151362,-1.531752015,-0.12565976,0.368537137,-0.10837569,0.112787498,-0.205040824,0.540057968,0.951240882,0.228733334,-0.338668475,-0.286806806,-0.249650108,0.369276565,-0.35298473,0.241046966,0.198288352,-0.813993785,0.248306461,-0.297455572,-0.299792879,-0.070423671,-0.168494095,0.090086048,-0.776007837,0.040317378,-0.549463598,0.442326306,0
penicillin31,,,Drug,0.8800,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(N)c1cc(N)ccc1,-1.019460327,-1.501063047,0.757361254,1.258162875,-1.970537415,-0.896063845,-0.021076786,0.120267353,0.197836047,-0.499341228,0.532922046,0.923554266,0.718498657,-0.450262025,-0.324139308,-0.329280401,0.353247056,-0.35298473,0.029429828,0.231132792,-1.029563905,0.070050167,-0.192575239,-0.299792879,-0.234198119,-0.168494095,-0.083193623,-0.957057093,-0.177010117,-0.549463598,0.769756022,0
penicillin36,,,Drug,0.3700,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(NC(=O)c1ncccc1)c1ccccc1,-0.98066076,-0.888866081,-0.490563539,1.200463589,0.059721851,-0.740679056,0.417349191,-0.248262436,0.925682019,0.142099284,0.760412928,0.905669158,-0.044822198,0.153121702,-0.102657832,0.575206036,0.342892251,0.66127965,-0.009684852,0.203048862,-0.37446917,0.191529518,-0.340676532,0.607406442,0.166113775,0.649341506,0.14250616,-0.808136925,0.579024779,-0.549463598,0.287121376,0
penicillin38,,,Drug,0.3800,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(OC)c1ccccc1,-0.310893299,-0.97401395,-0.490563539,0.795202486,-0.250077787,-1.054406382,0.034560027,-0.1696004,0.097702185,-0.185055169,0.579428753,0.952885882,-0.117530604,-0.452597704,0.070920331,-0.14693465,0.370228958,-0.35298473,0.098898563,0.276203093,-0.644791926,0.207522471,-0.121387529,-0.299792879,-0.072036246,-0.075365472,-0.093515118,-0.93759435,-0.080179218,-0.549463598,0.30290237,0
penicillin39,,,Drug,0.1200,Brc1cc(ccc1)C(OC)C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,-0.116919367,-0.610490714,-0.490563539,0.852500778,-0.327625118,-0.828958142,0.356398248,-0.288855455,0.015385301,-0.084132875,0.617146868,0.968026874,-0.202080968,-0.420936278,-0.040588122,-0.068326148,0.378995023,-0.35298473,0.681365776,0.231537807,-0.637385808,0.484580565,-0.182040383,-0.299792879,0.11936327,-0.013690097,0.465118128,-0.996687514,0.14045747,-0.549463598,0.116555429,0
penicillin4,,,Drug,0.0700,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(C(CCC)CC)CCC,0.863763988,0.072932969,-0.490563539,0.75064473,0.519550246,-0.385889056,-0.914752354,0.187643437,-1.209093641,0.058083367,0.683168328,1.039714633,-0.029410216,-1.463427647,0.626758039,0.238239701,0.420499539,-1.36724911,-0.033609813,-0.248634831,-0.025341306,-0.854699488,0.066707682,-1.433792029,-0.50376263,0.303931053,-0.437396568,-0.719290959,-0.61846206,1.249014867,0.073322361,0
penicillin41,,,Drug,0.1600,Clc1cccc(Cl)c1C(OC)C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,-0.193129289,-0.350994718,-0.490563539,0.886863378,-0.421928907,-0.146452259,0.553089231,-0.257733784,0.29030494,0.155061739,0.678014633,0.982761528,-0.177302179,-0.305190411,0.050934324,-0.013211495,0.387525833,-0.35298473,0.372848837,0.159422857,-0.630418796,0.781942307,-0.164265129,-0.299792879,0.4626483,0.048339474,0.092715332,-0.383851318,0.219362167,-0.549463598,0.147838969,0
penicillin42,,,Drug,0.0800,Clc1ccc(OC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(O)=O)C)cc1,-0.168518666,-0.223086981,-0.490563539,0.837072402,-0.272289837,-0.163209164,0.293824628,-0.213667092,0.062068229,-0.099586833,0.537808471,0.959299241,-0.147416392,-0.378894057,0.060465857,-0.104919499,0.373942051,-0.35298473,0.244728616,0.271752303,-0.596199138,0.124874753,-0.207849571,-0.072993049,0.044859604,-0.013690097,-0.024773943,-0.915127989,-0.087065437,-0.549463598,0.092642278,0
penicillin43,,,Drug,0.0400,Clc1c(Cl)cc(cc1Cl)C(OC)C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,-0.135241846,-0.039485102,-0.490563539,0.586533409,-0.38451914,-0.051333554,0.812353835,-0.301800476,0.345549803,0.644593694,0.679074271,0.986679789,-0.207187987,-0.231486764,0.042350943,0.338340032,0.389794359,-0.35298473,0.483259251,0.157560929,-0.596592362,1.021088795,-0.18570393,-0.299792879,0.396692121,0.110676454,0.56265034,-0.320032891,0.418029971,-0.549463598,0.060134614,0
penicillin44,,,Drug,0.1700,Clc1ccc(cc1F)C(OC)C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O,-0.217592342,-0.59618816,-0.490563539,0.861548197,-0.475315763,-0.322259737,0.412601749,0.098293728,0.373029535,-0.208928526,0.949122048,0.899882226,0.033768735,-0.276124184,-0.414732376,-0.274606757,0.339541835,-0.35298473,0.265752944,0.325118837,-0.537743378,0.565947964,-0.012851792,-0.299792879,0.103285687,0.048339474,0.202291701,-0.364090824,0.143979315,-0.549463598,0.164484797,0
penicillin48,,,Drug,0.1800,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(Oc1ccccc1)C,-0.209735514,-0.534596597,-0.490563539,0.951284882,-0.227476053,-0.970450244,0.034560027,-0.1696004,-0.008710429,-0.099171397,0.525652589,0.951093317,-0.117530604,-0.452597704,0.070920331,-0.057209121,0.36919113,-0.35298473,0.098898563,0.29770347,-0.623737055,-0.094182964,-0.186410771,-0.072993049,-0.066921958,-0.075365472,-0.095177253,-0.969294249,-0.159655921,-0.549463598,0.212887312,0
penicillin49,,,Drug,0.0800,S1C2N(C(C(O)=O)C1(C)C)C(=O)C2NC(=O)C(Oc1ccccc1)(C)C,0.024659613,-0.348615726,-0.490563539,0.79037482,-0.184610694,-0.967208062,-0.071167878,-0.146834781,0.023539524,0.062288312,0.606744185,0.953695856,-0.143161963,-0.544208223,0.1043361,0.07434814,0.370697902,-0.35298473,0.075402774,0.172508188,-0.417901611,-0.050286963,-0.174233709,-0.072993049,-0.239530367,-0.105405853,-0.117974016,-1.001131916,-0.166269461,-0.549463598,0.107691682,0
